Year,Country,gold_medal,silver_medal,bronze_medal,total_medal,type_olympic,host_flag,Country_,gold_medal_sum,gold_medal_mean,silver_medal_sum,silver_medal_mean,bronze_medal_sum,bronze_medal_mean,total_medal_sum,total_medal_mean,host_flag_sum,Country Code,AG.LND.TOTL.K2,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,IT.CEL.SETS.P2,IT.NET.USER.ZS,NY.ADJ.DRES.GN.ZS,NY.ADJ.SVNX.GN.ZS,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,SE.PRM.CMPT.ZS,SE.PRM.ENRR,SE.SEC.ENRR,SE.TER.ENRR,SH.XPD.CHEX.GD.ZS,SL.EMP.TOTL.SP.ZS,SL.TLF.ACTI.ZS,SL.UEM.TOTL.ZS,SP.DYN.LE00.IN,SP.POP.GROW,SP.POP.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS,Region,Income Group,medals_per_capita,gdp_per_capita,gdp_population_interaction,urbanization_rate,employment_to_population_ratio,life_expectancy,primary_enrollment_ratio,secondary_enrollment_ratio,tertiary_enrollment_ratio,internet_penetration,mobile_penetration,health_expenditure,Income Group_Low income,Income Group_Lower middle income,Income Group_Upper middle income,host_flag_1
2022.0,LAT,0.0,0.0,1.0,1.0,w,0.0,LAT,4.0,0.2857142857142857,15.0,1.0714285714285714,12.0,0.8571428571428571,31.0,2.2142857142857144,0.0,LAT,62230.0,100.0,100.0,3.645612168492814,117.0957679,91.03009059,0.051110585363217,3.20476438795521,40422521943.44179,21508.400333216698,98.4483032226562,99.41796875,104.764526367188,91.3303680419922,9.04,56.939,77.651,6.815,74.58048780487805,-0.271369577775699,1879383.0,31.459999999999994,68.54,Europe & Central Asia,High income,5.320895208693491e-07,21508.400333216694,7.596940055763146e+16,68.54,56.939,74.58048780487805,99.41796875,104.764526367188,91.3303680419922,91.03009059,117.0957679,9.04,0.0,0.0,0.0,0.0
2022.0,NED,8.0,5.0,4.0,17.0,w,0.0,NED,148.0,3.441860465116279,157.0,3.6511627906976742,168.0,3.9069767441860463,473.0,11.0,1.0,NED,33670.0,100.0,100.0,7.471553478771895,118.0652669,92.51968504,0.302246219230329,15.5468756565449,1009398719033.078,57025.01245598001,80.6800308227539,104.378402709961,115.116073608398,88.9542617797852,11.29,63.118,83.04,3.524,81.71463414634147,0.953278922854537,17700982.0,7.114000000000004,92.886,Europe & Central Asia,High income,9.60398694264533e-07,57025.01245598001,1.7867348556427571e+19,92.886,63.118,81.71463414634147,104.378402709961,115.116073608398,88.9542617797852,92.51968504,118.0652669,11.29,0.0,0.0,0.0,0.0
2022.0,NOR,16.0,8.0,13.0,37.0,w,0.0,NOR,208.0,4.333333333333333,187.0,3.8958333333333335,173.0,3.6041666666666665,568.0,11.833333333333334,3.0,NOR,364270.0,100.0,100.0,6.725080049633097,110.6788541,98.99997764,7.71310815458361,20.2201316665624,593726965415.6191,108798.45116590089,99.2044982910156,98.9731903076172,119.816871643066,93.9243011474609,8.14,63.469,80.361,3.233,82.5609756097561,0.898395220610608,5457127.0,16.336,83.664,Europe & Central Asia,High income,6.780124413450521e-06,108798.45116590087,3.240043453597641e+18,83.664,63.469,82.5609756097561,98.9731903076172,119.816871643066,93.9243011474609,98.99997764,110.6788541,8.14,0.0,0.0,0.0,0.0
2022.0,NZL,2.0,1.0,0.0,3.0,w,0.0,NZL,55.0,2.2,36.0,1.44,56.0,2.24,147.0,5.88,0.0,NZL,263310.0,100.0,100.0,6.160799182743311,114.6898687,95.91020269,0.436464953580026,9.88321164497251,246733522841.35272,48216.50958363025,92.9577484130859,97.9169464111328,117.595428466797,79.4128875732422,10.04858398,68.961,82.85,3.297,82.76097560975612,0.115363946900346,5117200.0,13.116,86.884,East Asia & Pacific,High income,5.862581099038537e-07,48216.50958363025,1.26258478308377e+18,86.884,68.961,82.76097560975612,97.9169464111328,117.595428466797,79.4128875732422,95.91020269,114.6898687,10.04858398,0.0,0.0,0.0,0.0
2022.0,POL,0.0,0.0,1.0,1.0,w,0.0,POL,78.0,2.5161290322580645,96.0,3.096774193548387,145.0,4.67741935483871,319.0,10.290322580645162,0.0,POL,306100.0,100.0,100.0,7.367563372927092,131.9444373,86.94113568,0.320485035782842,10.9931306279799,689763329458.4408,18732.49772731982,97.192253112793,100.108032226562,103.676322937012,73.979377746582,6.68,56.883,73.222,2.886,77.3048780487805,-2.48206113275772,36821749.0,39.866,60.134,Europe & Central Asia,High income,2.715786259908512e-08,18732.49772731982,2.5398292186723013e+19,60.134,56.883,77.3048780487805,100.108032226562,103.676322937012,73.979377746582,86.94113568,131.9444373,6.68,0.0,0.0,0.0,0.0
2022.0,SLO,2.0,3.0,2.0,7.0,w,0.0,SLO,12.0,0.8571428571428571,17.0,1.2142857142857142,23.0,1.6428571428571428,52.0,3.7142857142857144,0.0,SLO,20136.4,100.0,100.0,5.934735178858258,126.1838135,88.91242151,0.1565367749262336,11.2728084669076,60063475466.34459,28439.33409896874,97.2507629394531,100.639137268066,107.874809265137,82.3922576904297,8.85,56.538,76.61,4.013,81.28292682926829,0.185163077643301,2111986.0,44.249,55.751,Europe & Central Asia,High income,3.3144159099539484e-06,28439.33409896874,1.2685321929626325e+17,55.751,56.538,81.28292682926829,100.639137268066,107.874809265137,82.3922576904297,88.91242151,126.1838135,8.85,0.0,0.0,0.0,0.0
2022.0,SUI,7.0,2.0,6.0,15.0,w,0.0,SUI,114.0,2.28,130.0,2.6,133.0,2.66,377.0,7.54,4.0,SUI,39509.63,100.0,100.0,4.042072814753408,119.5610489,95.56937168,0.0021097797226387,16.1899176583468,818426550206.4498,93259.90571830244,95.063606262207,101.363067626953,103.392356872559,74.1526794433594,11.80107975,63.774,83.231,4.3,83.45365853658537,0.814795736256849,8775760.0,25.908,74.092,Europe & Central Asia,High income,1.7092536714768864e-06,93259.90571830244,7.182314982239754e+18,74.092,63.774,83.45365853658537,101.363067626953,103.392356872559,74.1526794433594,95.56937168,119.5610489,11.80107975,0.0,0.0,0.0,0.0
2022.0,SVK,1.0,0.0,1.0,2.0,w,0.0,SVK,14.0,1.1666666666666667,17.0,1.4166666666666667,11.0,0.9166666666666666,42.0,3.5,0.0,SVK,48080.0,100.0,100.0,5.3190548079285165,131.9254542,88.92560523,0.012411815224992,4.5746360286616,115584743573.55298,21279.458924772887,95.2156982421875,100.326721191406,92.2043075561523,52.4959106445312,7.75,57.724,75.778,6.143,77.0658536585366,-0.284860959688394,5431752.0,46.091,53.909,Europe & Central Asia,High income,3.6820532307071456e-07,21279.458924772887,6.278276620751336e+17,53.909,57.724,77.0658536585366,100.326721191406,92.2043075561523,52.4959106445312,88.92560523,131.9254542,7.75,0.0,0.0,0.0,0.0
2022.0,SWE,8.0,5.0,5.0,18.0,w,0.0,SWE,212.0,4.1568627450980395,228.0,4.470588235294118,238.0,4.666666666666667,678.0,13.294117647058824,1.0,SWE,407283.54,100.0,100.0,3.242989143127474,125.0711442,95.00970335,0.5760447879878253,19.7627788076617,590409594949.1022,56299.50573280637,99.8903274536133,116.425392150879,139.406524658203,83.8976135253906,10.67,61.343,83.403,7.392,83.10975609756099,0.68058286829853,10486941.0,11.507999999999996,88.492,Europe & Central Asia,High income,1.7164204509208166e-06,56299.50573280637,6.191590588065133e+18,88.492,61.343,83.10975609756099,116.425392150879,139.406524658203,83.8976135253906,95.00970335,125.0711442,10.67,0.0,1.0,0.0,0.0
2022.0,UKR,0.0,1.0,0.0,1.0,w,0.0,UKR,40.0,3.076923076923077,39.0,3.0,76.0,5.846153846153846,155.0,11.923076923076923,0.0,UKR,579400.0,94.9,100.0,3.747387845127802,135.025689,79.21829353,2.433542077875613,-1.80598524425369,161989520721.1905,4575.97509765625,89.2898788452148,92.7710037231445,84.6516265869141,70.7210006713867,8.01,49.269,66.836,9.834,68.5879268292683,-14.3165434537093,38000000.0,30.081000000000003,69.919,Europe & Central Asia,Lower middle income,2.631578947368421e-08,4262.882124241855,6.155601787405238e+18,69.919,49.269,68.5879268292683,92.7710037231445,84.6516265869141,70.7210006713867,79.21829353,135.025689,8.01,0.0,0.0,0.0,0.0
2022.0,USA,8.0,10.0,7.0,25.0,w,0.0,USA,1178.0,22.653846153846153,960.0,18.46153846153846,842.0,16.192307692307693,2980.0,57.30769230769231,10.0,USA,9147420.0,100.0,100.0,13.03222172902616,110.1664718,91.75320833,0.8151931243819504,4.37046038983705,25744108000000.0,77246.6738828672,95.743522644043,96.9717330932617,97.4734878540039,79.361930847168,16.57115173,59.266,72.675,3.65,77.43414634146343,0.367472693654024,333271411.0,16.915999999999997,83.084,North America,High income,7.501393511368426e-08,77246.6738828672,8.579775198096388e+21,83.084,59.266,77.43414634146343,96.9717330932617,97.4734878540039,79.361930847168,91.75320833,110.1664718,16.57115173,0.0,0.0,1.0,0.0
2020.0,ARG,0.0,1.0,2.0,3.0,s,0.0,ARG,21.0,1.05,26.0,1.3,30.0,1.5,77.0,3.85,0.0,ARG,2736690.0,99.9,100.0,3.4056175404138016,121.6001889,85.51438646,0.979578858056912,7.95049431173226,385740508436.9652,8500.837938505336,103.837791442871,110.617813110352,112.416679382324,99.266227722168,10.34701538,49.6,63.66,11.461,75.892,0.970053991438048,45376763.0,7.888999999999996,92.111,Latin America & Caribbean,Upper middle income,6.611313372000554e-08,8500.837938505336,1.750365563084367e+19,92.111,49.6,75.892,110.617813110352,112.416679382324,99.266227722168,85.51438646,121.6001889,10.34701538,0.0,0.0,1.0,0.0
2020.0,ARM,0.0,2.0,2.0,4.0,s,0.0,ARM,2.0,0.3333333333333333,7.0,1.1666666666666667,10.0,1.6666666666666667,19.0,3.1666666666666665,0.0,ARM,28470.0,97.9,100.0,2.404683761951064,124.3508359,76.50770055,1.116232856941147,2.8366738237729,12641698583.21524,4505.867741756952,101.986747741699,96.6205673217773,94.89111328125,53.3061294555664,12.24,54.556,72.361,12.18,72.173,-0.533006606500067,2805608.0,36.687,63.313,Europe & Central Asia,Upper middle income,1.4257159232508605e-06,4505.8677417569525,3.5467650678657344e+16,63.313,54.556,72.173,96.6205673217773,94.89111328125,53.3061294555664,76.50770055,124.3508359,12.24,0.0,0.0,0.0,0.0
2020.0,AUS,17.0,7.0,22.0,46.0,s,0.0,AUS,172.0,5.0588235294117645,178.0,5.235294117647059,214.0,6.294117647058823,564.0,16.58823529411765,2.0,AUS,7692020.0,100.0,100.0,14.776136906625878,105.231579,96.39446689,3.068922681371735,7.17795187193903,1330381544909.3044,51868.24755678234,104.976997375488,99.9011077880859,137.490737915039,110.139221191406,10.6837368,60.829,77.697,6.456,83.2,1.23342825131378,25649248.0,13.759,86.241,East Asia & Pacific,High income,1.7934248988508357e-06,51868.24755678234,3.4123286180001886e+19,86.241,60.829,83.2,99.9011077880859,137.490737915039,110.139221191406,96.39446689,105.231579,10.6837368,0.0,0.0,0.0,0.0
2020.0,AUT,1.0,1.0,5.0,7.0,s,0.0,AUT,92.0,1.84,124.0,2.48,133.0,2.66,349.0,6.98,3.0,AUT,82520.0,100.0,100.0,6.632645737335458,120.3155961,87.52942813,0.0420824027177127,13.032040611627,435049316955.73663,48789.49784988721,97.6123962402344,101.560852050781,101.690559387207,88.7071990966797,11.39,57.648,77.032,5.201,81.19268292682928,0.415176731565556,8916864.0,41.252,58.748,Europe & Central Asia,High income,7.850293556120178e-07,48789.49784988721,3.8792755925871974e+18,58.748,57.648,81.19268292682928,101.560852050781,101.690559387207,88.7071990966797,87.52942813,120.3155961,11.39,0.0,0.0,1.0,0.0
2020.0,AZE,0.0,3.0,4.0,7.0,s,0.0,AZE,7.0,1.0,15.0,2.142857142857143,29.0,4.142857142857143,51.0,7.285714285714286,0.0,AZE,82646.0,98.1,100.0,3.39884957289227,100.577047,84.59999573,7.56521132032423,8.17220122972157,42693000000.0,4229.910649045028,98.5337295532227,98.2360687255859,81.7582626342773,36.1521987915039,5.85,62.649,73.303,7.24,66.868,0.684365325388407,10093121.0,43.603,56.397,Europe & Central Asia,Upper middle income,6.935416706091208e-07,4229.910649045028,4.30905614853e+17,56.397,62.649,66.868,98.2360687255859,81.7582626342773,36.1521987915039,84.59999573,100.577047,5.85,0.0,0.0,0.0,0.0
2020.0,BAH,2.0,0.0,0.0,2.0,s,0.0,BAH,8.0,0.8,2.0,0.2,5.0,0.5,15.0,1.5,0.0,BAH,785.0,100.0,100.0,21.97690780652589,119.86485,99.67103159,11.238745683888686,6.7386031028272,34621807712.76596,23433.187236257385,99.6566772460938,98.0046920776367,101.02108001709,56.6339988708496,4.71684837,70.08,73.269,1.767,79.174,-1.12524267833833,1477469.0,10.494,89.506,Middle East & North Africa,High income,1.3536663036584863e-06,23433.187236257385,5.115264761957261e+16,89.506,70.08,79.174,98.0046920776367,101.02108001709,56.6339988708496,99.67103159,119.86485,4.71684837,0.0,0.0,0.0,0.0
2020.0,BEL,3.0,1.0,3.0,7.0,s,0.0,BEL,45.0,1.40625,57.0,1.78125,62.0,1.9375,164.0,5.125,1.0,BEL,30280.0,100.0,100.0,7.398130657746813,99.72332827,91.52641629,0.0188316271658004,10.4792043810198,526021513474.2427,45587.96830831899,47.148998260498,102.064270019531,151.727508544922,79.4996032714844,11.19751263,50.833,69.084,5.555,80.69512195121952,0.430996815099722,11538604.0,1.9210000000000065,98.079,Europe & Central Asia,High income,6.066591764480348e-07,45587.96830831899,6.069553939459951e+18,98.079,50.833,80.69512195121952,102.064270019531,151.727508544922,79.4996032714844,91.52641629,99.72332827,11.19751263,0.0,0.0,1.0,0.0
2020.0,BLR,1.0,3.0,3.0,7.0,s,0.0,BLR,23.0,1.5333333333333334,39.0,2.6,51.0,3.4,113.0,7.533333333333333,0.0,BLR,202980.0,99.7,100.0,5.842407295900875,121.490553,85.08791245,0.292100099087634,12.1913000598105,61371755326.2351,6542.864539843605,95.6100616455078,94.4190673828125,95.0074691772461,76.8908920288086,6.41,62.052,78.497,4.049,72.45721951219514,-0.42347525027949,9379952.0,20.516999999999996,79.483,Europe & Central Asia,Upper middle income,7.462724755947578e-07,6542.864539843605,5.7566411911582957e+17,79.483,62.052,72.45721951219514,94.4190673828125,95.0074691772461,76.8908920288086,85.08791245,121.490553,6.41,0.0,0.0,0.0,0.0
