Year,AG.LND.AGRI.ZS,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,EN.POP.DNST,ER.H2O.INTR.PC,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,SE.ADT.LITR.ZS,SE.PRM.ENRL,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SH.DYN.MORT,SH.XPD.CHEX.GD.ZS,SH.XPD.CHEX.PC.CD,SI.POV.DDAY,SL.UEM.TOTL.ZS,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SP.DYN.LE00.IN,SP.DYN.TFRT.IN,SP.POP.1564.TO.ZS,SP.POP.DPND,SP.POP.GROW,SP.POP.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS,GDP_per_Capita_lag1,Life_Expectancy_lag1,Crude_Birth_Rate_lag1,Pr_school_enrollment_lag1,Mortality_rate_lag1,Population_growth_rate_lag1
1994-01-01,37.176222754802126,49.29606783073938,73.35105720613188,43.589459336227506,7673.504632941833,27938851279645.555,4951.8032507301405,76.4627685546875,610044672.0,26.20764,97.2532806396484,89.2,8.622347667473873,476.66873114493177,33.9,5.667754060036293,24.045987698373956,9.1059074763929,66.02536951644852,2.915499906784528,61.379380441507166,64.39559061138134,1.5373184313898918,5642156981.0,55.54314932317504,44.45685067682496,4671.705884368857,65.78035307613769,24.41179558646288,97.0418395996094,9.142762251483187,1.5805559615972555
1995-01-01,37.16720184411482,49.29606783073938,73.35105720613188,44.244769689853264,7560.006220934301,31140610056946.113,5437.651776531013,76.8689422607422,619199232.0,26.29711,97.2410888671875,87.4,8.622347667473873,476.66873114493177,32.7,5.820785713248816,23.62373935581533,8.986042922208036,66.2157756641036,2.8614322866194777,61.563332612954405,63.8864080451776,1.501055576532167,5726848893.0,55.18277724343898,44.81722275656102,4951.8032507301405,66.02536951644852,24.045987698373956,97.2532806396484,9.1059074763929,1.5373184313898918
1996-01-01,37.2287421821785,49.29606783073938,73.35105720613188,44.90043517741396,7449.725658499815,31857694101272.117,5481.652865604209,77.258171081543,627834112.0,26.31457,96.8903884887695,85.6,8.622347667473873,476.66873114493177,31.1,5.908677924301973,23.300659536191677,8.88698380395277,66.4801590543829,2.8135473882166973,61.78358707822189,63.2981504695764,1.4815481704731042,5811694918.0,54.82537955949535,45.17462044050465,5437.651776531013,66.2157756641036,23.62373935581533,97.2410888671875,8.986042922208036,1.501055576532167
1997-01-01,37.36490695768079,49.29606783073938,73.35105720613188,45.52872627161912,7343.147458624164,31752297154746.34,5385.236714716285,79.2486801147461,640013312.0,26.47088,97.2663192749023,83.6,8.622347667473873,476.66873114493177,30.9,5.954035657868693,22.944839522649065,8.756085765356612,66.82185012918286,2.771370034385748,62.050086056669265,62.60657742941142,1.4536191281883788,5896174827.0,54.462795016570055,45.537204983429945,5481.652865604209,66.4801590543829,23.300659536191677,96.8903884887695,8.88698380395277,1.4815481704731042
1998-01-01,37.475908137717475,49.29606783073938,73.35105720613188,46.184135921461085,7240.217476988439,31697043749659.246,5300.641017632017,80.4339294433594,648045888.0,26.61422,97.4733123779297,81.4,8.622347667473873,476.66873114493177,31.2,6.1252306804045595,22.504446716918373,8.698112942691774,67.09683991065145,2.7360556398450355,62.329885006854546,61.88070803867024,1.4191611418444836,5979851049.0,54.09387931969507,45.90612068030492,5385.236714716285,66.82185012918286,22.944839522649065,97.2663192749023,8.756085765356612,1.4536191281883788
1999-01-01,37.496551410495215,49.29606783073938,74.6586182304003,46.81935028080453,7141.375672708848,32730998280081.03,5399.002866664325,80.7684020996094,652257088.0,26.55149,98.0039672851562,79.1,8.622347667473873,476.66873114493177,30.3,6.2655275379495565,22.071268039220165,8.585261277390293,67.38722653654123,2.709087902359548,62.60749471190667,61.16581572280656,1.3807096418197062,6062415429.0,53.72253034035454,46.27746965964543,5300.641017632017,67.09683991065145,22.504446716918373,97.4733123779297,8.698112942691774,1.4191611418444836
2000-01-01,37.52018410756656,49.29606783073938,78.35436176239214,47.41921960680009,7046.158167562559,33839387350047.305,5507.314124854313,80.8745193481445,654155584.0,26.30914,98.7724227905273,76.4,8.622347667473873,476.66873114493177,29.2,6.131118021170141,21.84163539148925,8.493525569332142,67.70052424109822,2.7184639257610677,62.893253760030134,60.44625950654593,1.353079807226791,6144444748.0,53.342142284801774,46.65785771519824,5399.002866664325,67.38722653654123,22.071268039220165,98.0039672851562,8.585261277390293,1.3807096418197062
2001-01-01,37.535860187606,49.8160122082881,78.8491319398587,48.05281226454912,6953.527487921145,33626960202657.566,5400.631116899237,81.2043304443359,653714496.0,26.0185,99.151611328125,73.8,9.008975965111322,488.8235198119758,28.3,6.223468309292823,21.551255629133685,8.418705534786929,68.05237150572788,2.6806466918273246,63.18919148454364,59.719842619475344,1.3352287532035376,6226487141.0,52.89695512348029,47.103044876519725,5507.314124854313,67.70052424109822,21.84163539148925,98.7724227905273,8.493525569332142,1.353079807226791
2002-01-01,37.47500405077773,50.434400138014226,79.22763826000258,48.68490801467668,6863.484280575469,34917697037982.78,5535.212730601916,81.5719833374023,651869696.0,25.82453,99.5438003540039,71.2,9.350657664690958,519.3182528389289,26.9,6.4683081011852375,21.24140035784835,8.36193248953214,68.33338793034197,2.6537444143471594,63.498159531399295,58.989139811246616,1.3137010186913043,6308284566.0,52.40738180026648,47.59261819973353,5400.631116899237,68.05237150572788,21.551255629133685,99.151611328125,8.418705534786929,1.3352287532035376
2003-01-01,37.331860075478744,51.025985426265336,80.08268443684072,49.30970196100156,6776.186396049912,39152139289705.39,6127.48578353944,82.065559387207,655419200.0,25.25962,101.092292785645,68.4,9.5058638907064,583.8874213520346,25.3,6.571283005091196,20.957613977233947,8.29905313832744,68.6069221384269,2.6300309701432476,63.799479483047904,58.288492785810114,1.2889125902504617,6389592840.0,51.91603840351235,48.08396159648765,5535.212730601916,68.33338793034197,21.24140035784835,99.5438003540039,8.36193248953214,1.3137010186913043
2004-01-01,36.97053503887833,51.72992426627396,80.06948652511464,49.88178626321866,6690.571829457606,44116244570754.945,6817.495662579797,82.4389419555664,677710912.0,25.39072,101.901756286621,65.8,9.398038425674992,641.7802647860557,23.4,6.449676885365653,20.78851699082532,8.202863294530696,68.86237766296075,2.62139873304115,64.09544872578633,57.6046322849312,1.274586957875698,6471033757.0,51.41709769806145,48.582902301938546,6127.48578353944,68.6069221384269,20.957613977233947,101.092292785645,8.29905313832744,1.2889125902504617
2005-01-01,37.02644678698428,52.33875140825236,80.82113526698542,50.510912466478224,6607.283614825416,47760320738747.766,7288.550579336253,82.3777694702148,680721472.0,25.24855,102.250457763672,62.9,9.329906334946244,680.860556195913,21.6,6.3664652113873155,20.611340671882303,8.153804744734758,69.19881209874619,2.603161643539534,64.39535218558001,56.923882359860855,1.2633748805832283,6552787172.0,50.91195995326966,49.08804004673035,6817.495662579797,68.86237766296075,20.78851699082532,101.901756286621,8.202863294530696,1.274586957875698
2006-01-01,37.037442160419104,53.16406366634037,81.46781426713788,51.10657645569292,6519.456335066963,51749808632586.66,7799.327914309914,82.4636535644531,680650432.0,25.14194,102.250381469727,60.3,9.254038934936602,722.5432642282836,20.7,6.106585938410638,20.44105178049093,8.073924046305471,69.57129841886548,2.595284412803864,64.65395934631194,56.334293901607026,1.2571047073219432,6635162568.0,50.41173906082745,49.58826093917252,7288.550579336253,69.19881209874619,20.611340671882303,102.250457763672,8.153804744734758,1.2633748805832283
2007-01-01,36.97291800549983,54.04759232483137,82.08790074707083,51.7415060495982,6439.955753216015,58314867929879.55,8680.929197321067,82.9280624389648,689447552.0,25.04689,103.092086791992,57.8,9.08476949152269,790.6730177266237,19.4,5.899676616058557,20.40444397198361,8.038876507811624,69.83519377507928,2.594277672701408,64.8550127717737,55.86908145786537,1.2421861281515447,6717583637.0,49.918171077410065,50.08182892258993,7799.327914309914,69.57129841886548,20.44105178049093,102.250381469727,8.073924046305471,1.2571047073219432
2008-01-01,36.85593542784667,55.083485674711426,82.78581309923217,52.3936690295579,6361.050599937371,64072295929643.41,9420.426852634257,83.2566604614258,693311424.0,24.97171,103.294219970703,55.5,9.08907438406904,857.2209584672034,18.6,5.9366940461403725,20.341285526421206,8.03564433598639,70.00607203893297,2.59361094970294,65.02031035005604,55.48378318989651,1.248039481611002,6801421733.0,49.41167295077269,50.58832704922731,8680.929197321067,69.83519377507928,20.40444397198361,103.092086791992,8.038876507811624,1.2421861281515447
